Date,PLTR,CSIQ,WMT,INTC,XOM
04/21/22,12.33,30.25,156.208817,44.984756,81.842949
04/22/22,11.96,29.530001,153.267776,44.075592,80.056183
04/25/22,12.11,28.76,153.345917,44.568062,77.357254
04/26/22,11.12,27.51,151.7435,43.109604,77.385452
04/27/22,10.56,27.780001,150.707764,42.825489,79.59539
04/28/22,10.95,28.059999,152.632629,44.359707,82.002823
04/29/22,10.4,27.52,149.486389,41.281803,80.169029
05/02/22,10.74,27.809999,148.499496,42.579258,81.259911
05/03/22,10.55,28.91,149.017365,42.673969,82.933807
05/04/22,10.98,30.51,151.079041,44.075592,86.234619
05/05/22,10.12,29.26,149.784592,42.572201,84.92746
05/06/22,9.48,28.120001,146.666122,42.285843,86.22522
05/09/22,7.46,25.690001,148.382263,41.111767,79.426125
05/10/22,7.29,25.780001,146.293472,42.009026,79.952744
05/11/22,6.71,23.299999,144.763657,40.882679,81.617256
05/12/22,7.34,22.540001,144.626358,40.892223,81.987762
05/13/22,8.34,24.34,145.185333,41.617664,84.419846
05/16/22,8.04,24.23,145.342255,41.121307,86.405403
05/17/22,8.36,26.700001,128.808472,42.381298,87.507462
05/18/22,8.01,27.26,120.061066,40.4245,86.120399
05/19/22,8.31,28.76,116.766083,40.09996,86.585915
05/20/22,8.08,29.389999,116.893555,39.756329,87.269943
05/23/22,8.01,29.139999,120.227776,40.090412,89.198517
05/24/22,7.55,30.620001,121.728172,39.775417,89.683037
05/25/22,7.96,29.190001,120.98288,40.281322,91.488091
05/26/22,8.36,30.309999,123.561989,41.503124,91.811104
05/27/22,8.85,31.299999,125.993996,42.524475,92.713631
05/31/22,8.68,32.060001,126.141106,42.400387,91.203072
06/01/22,8.46,32.25,123.022621,42.104481,92.951141
06/02/22,9.3,33.43,125.04277,42.801285,92.789635
06/03/22,8.94,33.099998,122.895142,41.417213,94.13868
06/06/22,8.98,35.610001,122.45385,41.369484,93.901161
06/07/22,9.13,35.09,120.98288,41.550854,98.204819
06/08/22,9.18,34.689999,119.933586,39.355419,99.363853
06/09/22,8.68,34.02,118.678345,38.190895,97.216782
06/10/22,8.26,32.34,119.345192,37.398628,95.440216
06/13/22,7.64,30.16,117.099503,36.052742,91.060585
06/14/22,7.82,29.370001,117.148537,36.20546,91.29808
06/15/22,8.12,29.780001,117.070076,36.892727,90.148537
06/16/22,7.67,28.23,118.286095,35.642284,86.823433
06/17/22,8.24,30.629999,116.001175,35.289116,81.816757
06/21/22,8.71,31.219999,119.806099,36.014553,86.908928
06/22/22,9.01,31.26,118.354736,35.68047,83.46981
06/23/22,9.46,32.380001,121.22805,35.709106,80.952225
06/24/22,10.19,32.380001,121.326103,36.854549,82.557785
06/27/22,9.62,33.950001,121.718376,36.873638,84.581352
06/28/22,9.31,31.84,120.002235,36.062279,86.927933
06/29/22,9.23,30.09,119.560936,35.594563,83.716827
06/30/22,9.07,31.139999,119.227516,35.709106,81.360741
07/01/22,9.27,31.120001,120.257195,34.687756,83.175316
07/05/22,10.07,30.17,121.84584,35.021835,80.57222
07/06/22,9.8,29.280001,122.708824,35.308201,79.118668
07/07/22,10.18,32.130001,122.895142,36.405914,81.64576
07/08/22,10.17,32.98,122.973595,36.262733,81.77877
07/11/22,9.56,29.58,123.022621,35.508656,81.360741
07/12/22,9.49,29.299999,122.649979,35.518196,80.277702
07/13/22,9.28,29.309999,122.944183,35.518196,80.600723
07/14/22,8.9,29.41,125.346779,35.995461,78.985664
07/15/22,9.04,29.15,126.572601,36.86409,80.31572
07/18/22,9.03,30.16,126.278404,36.949997,81.79776
07/19/22,9.34,30.76,127.053101,38.391346,83.859322
07/20/22,10.11,31.940001,128.112228,38.715889,84.780853
07/21/22,10.49,31.48,129.985245,38.763611,83.365303
07/22/22,9.84,32.200001,129.65184,37.417725,82.728798
07/25/22,9.68,33.549999,129.4655,37.379543,85.483879
07/26/22,9.4,32.25,119.619774,37.188633,85.151367
07/27/22,10.02,34.060001,124.140572,38.353161,86.994431
07/28/22,10.13,36,127.23941,37.904533,88.010963
07/29/22,10.35,36.889999,129.494919,34.659122,92.086609
08/01/22,10.47,35.810001,129.975449,35.279564,89.759041
08/02/22,10.92,36.619999,130.112717,34.372757,89.369514
08/03/22,11.2,36.27,127.974907,34.85957,86.471916
08/04/22,11.32,37.32,123.140305,34.382301,82.83329
08/05/22,11.45,38.669998,124.130768,34.121971,84.030334
08/08/22,9.82,39.119999,125.140839,34.112339,84.505356
08/09/22,9.25,39.849998,126.376465,33.283154,86.0634
08/10/22,9.59,41.919998,126.641235,34.102695,86.880432
08/11/22,9.42,40.950001,127.862534,34.314816,89.3937
08/12/22,9.91,41.900002,130.226349,34.816181,90.170715
08/15/22,9.91,41.400002,130.600632,35.037941,88.559135
08/16/22,9.74,39.93,137.268539,34.893311,87.734177
08/17/22,9.43,39.23,137.416275,34.498001,88.444031
08/18/22,9.15,45.189999,136.973068,34.902958,90.535225
08/19/22,8.51,42.009998,134.953964,34.112339,90.247452
08/22/22,8.07,44.16,132.540909,32.627514,90.180298
08/23/22,8.01,44.040001,131.979507,32.733574,94.007767
08/24/22,8.1,44.939999,132.934875,32.646797,94.564133
08/25/22,8.42,44.77,133.821304,33.639893,95.053352
08/26/22,7.94,44.549999,129.615692,32.164719,93.883049
08/29/22,7.81,44.630001,130.876419,31.759762,96.041405
08/30/22,7.79,43.5,130.482407,31.104126,92.386604
08/31/22,7.72,45.169998,130.551361,30.776308,91.69593
09/01/22,7.49,44.959999,132.452271,30.622042,90.046005
09/02/22,7.4,44.380001,130.994583,30.101389,91.69593
09/06/22,7.28,44.790001,130.344528,29.272203,91.082001
09/07/22,7.39,47.009998,133.693283,29.551813,90.305
09/08/22,7.53,43.759998,134.372849,29.64823,91.043648
09/09/22,7.79,43.02,134.776672,30.33279,92.568863
09/12/22,8.01,41.490002,135.988144,30.429207,93.633644
09/13/22,7.48,42.16,133.181107,28.240543,91.446533
09/14/22,7.63,42.419998,132.885635,28.134483,93.6912
09/15/22,8.01,40.380001,131.457489,27.806665,90.966896
09/16/22,7.78,40.139999,131.181732,28.192333,89.41288
09/19/22,7.86,40.099998,132.304535,28.385168,89.40329
09/20/22,7.62,38.119999,131.536285,27.922365,88.674263
09/21/22,7.69,38.419998,132.737915,27.449924,87.244942
09/22/22,7.37,37.380001,131.378708,27.064255,86.880432
09/23/22,7.4,36.84,128.098923,26.53396,82.256783
09/26/22,7.53,36.439999,129.330063,26.003668,80.558899
09/27/22,7.63,38.509998,128.975494,25.926535,82.247185
09/28/22,7.94,39.139999,131.102921,26.157934,85.240089
09/29/22,8.08,37.240002,130.255905,25.434807,85.067421
09/30/22,8.13,37.25,127.744354,24.846663,83.753235
10/03/22,8.24,37.900002,130.531662,26.003668,88.17543
10/04/22,8.46,38.810001,132.225739,26.707514,91.388977
10/05/22,8.42,37.25,130.915787,26.649662,95.082146
10/06/22,8.47,35.970001,129.694489,26.206142,97.902359
10/07/22,8.15,33.990002,126.621521,24.798452,96.914322
10/10/22,8.06,33.200001,127.370087,24.297089,94.81353
10/11/22,8.04,31.77,130.669556,24.142818,94.007767
10/12/22,8.07,30.48,129.192184,24.42243,94.420242
10/13/22,8.08,30.889999,130.285431,25.473372,97.720108
10/14/22,7.53,30.200001,128.463318,24.981647,95.149284
10/17/22,7.94,30.41,129.38916,25.473372,96.521034
10/18/22,8.16,31.16,132.117401,24.943081,96.693703
10/19/22,7.91,30.58,131.743118,25.068424,99.56189
10/20/22,8.04,29.790001,132.068146,25.145554,99.69619
10/21/22,8.29,30.309999,134.737289,26.003668,101.547569
10/24/22,8.27,28.790001,137.307938,26.206142,102.257416
10/25/22,8.66,29.73,137.957977,26.4279,101.566742
10/26/22,8.57,30.959999,139.011841,26.235067,102.775414
10/27/22,8.6,31.58,138.608032,25.328749,103.168724
10/28/22,8.64,31.93,140.361191,28.028425,106.190384
10/31/22,8.79,33.900002,140.183914,27.411356,106.295914
11/01/22,8.65,33.450001,139.553558,27.286013,107.351105
11/02/22,8.22,32.830002,138.627731,26.437544,105.144806
11/03/22,8.08,34.099998,138.598175,26.408617,106.574104
11/04/22,7.93,33.689999,138.844406,27.556822,107.73481
11/07/22,7.02,32.439999,140.302094,27.762032,109.01062
11/08/22,7.21,34.630001,140.636963,27.830433,109.355965
11/09/22,6.98,34.990002,137.36702,26.892328,104.463722
11/10/22,7.64,37.02,140.213455,29.081238,105.998543
11/11/22,8.41,36.18,140.430145,29.73596,109.307983
11/14/22,8.1,35.73,136.303299,29.657782,109.627106
11/15/22,8.34,36.75,145.216858,30.009573,110.362
11/16/22,8.06,36.5,146.260864,28.856485,109.182289
11/17/22,7.62,36.720001,145.768387,29.208277,109.327339
11/18/22,7.39,36.209999,147.964767,29.188732,108.3797
11/21/22,7.19,36.610001,148.870911,28.279942,107.306335
11/22/22,7.22,36.049999,149.402771,29.13987,110.410362
11/23/22,7.37,37.009998,150.12175,28.993294,109.859177
11/25/22,7.28,35.75,150.761963,28.670818,109.472389
11/28/22,7.16,34,151.195328,28.074732,106.184631
11/29/22,7.08,33.82,150.663483,28.240854,106.890533
11/30/22,7.5,35.849998,150.12175,29.384169,107.664124
12/01/22,7.86,34.650002,151.057434,29.149643,107.141953
12/02/22,7.66,36.560001,150.909698,28.739222,106.232979
12/05/22,7.19,36.240002,149.363373,28.504696,103.322365
12/06/22,6.99,33.950001,147.629913,27.947697,100.450409
12/07/22,7.07,33.549999,146.861679,27.683853,100.22802
12/08/22,7.12,33.16,147.089066,27.791348,100.972588
12/09/22,7.11,33.330002,143.658493,27.595907,100.121643
12/12/22,7.29,33.459999,146.337708,28.035646,102.587448
12/13/22,7.5,34.040001,145.813721,28.074732,103.709152
12/14/22,7.35,35.200001,145.003036,27.61545,102.945236
12/15/22,7.01,34.82,143.707932,26.530769,101.958916
12/16/22,6.9,34.110001,141.127594,26.306013,101.24334
12/19/22,6.35,33.189999,141.177032,26.178978,101.697823
12/20/22,6.31,32.34,142.412811,25.836964,103.167641
12/21/22,6.5,33.66,143.529968,26.218065,104.492416
12/22/22,6.32,31.959999,141.849289,25.37768,102.384384
12/23/22,6.29,31.02,142.136002,25.494944,105.091942
12/27/22,6,30.040001,142.175537,25.348366,106.552094
12/28/22,6.07,29.4,139.684189,24.957489,104.801842
12/29/22,6.4,30.43,140.534409,25.612206,105.594772
12/30/22,6.42,30.9,140.178497,25.82719,106.658455
01/03/23,6.39,30.299999,141.967941,26.120346,102.993591
01/04/23,6.58,32.189999,142.126114,27.048679,103.29335
01/05/23,6.32,31.77,141.641693,26.931416,105.604446
01/06/23,6.4,36.150002,145.111801,28.074732,106.880859
01/09/23,6.5,38.57,143.302597,28.6415,104.888878
01/10/23,6.7,42.049999,143.213608,28.768539,106.455383
01/11/23,6.98,42.869999,144.469177,29.169186,107.693138
01/12/23,7.01,43.18,143.164185,29.59915,109.482048
01/13/23,6.96,43,143.638718,29.42326,109.41436
01/17/23,7.07,41.700001,142.768723,28.924889,109.201637
01/18/23,6.9,41.34,139.239304,28.152905,106.958221
01/19/23,6.73,40.91,137.252151,27.771803,107.644783
01/20/23,7.02,41.889999,138.942703,28.553555,109.607758
01/23/23,7.38,42.68,141.018845,29.579609,109.037247
01/24/23,7.02,42.599998,141.394531,29.237593,110.052574
01/25/23,7.22,41.849998,140.722244,29.02261,109.472389
01/26/23,7.24,41,140.593735,29.403713,113.872162
01/27/23,7.55,40.849998,141.671356,27.517731,111.793144
01/30/23,7.37,39.91,140.534409,27.312523,109.810822
01/31/23,7.78,42.07,142.234863,27.61545,112.179955
02/01/23,8.2,42.029999,143.025772,28.406979,110.951866
02/02/23,8.99,41.900002,141.987701,29.501432,107.4804
02/03/23,8.41,40.630001,140.099426,29.628466,108.224968
02/06/23,8.31,40.549999,139.081116,28.377258,108.04126
02/07/23,8.33,40.110001,139.377701,28.73333,111.125923
02/08/23,8.22,39.689999,138.626358,27.932161,110.158943
02/09/23,7.95,40.099998,139.911591,27.427719,110.574738
02/10/23,7.51,40.32,142.086563,27.496958,115.235619
02/13/23,7.61,40.43,144.251694,28.238781,114.787384
02/14/23,9.22,39.490002,143.836456,28.327801,113.442673
02/15/23,10.11,41.610001,144.90419,28.535513,113.101616
02/16/23,9.71,39.799999,142.63031,27.892599,112.770317
02/17/23,9.2,38.939999,144.775665,27.309029,108.434113
02/21/23,8.47,36.990002,145.655548,25.775925,108.326935
02/22/23,8.36,37.5,142.600662,25.192358,106.923759
02/23/23,8.17,38.169998,140.475082,25.33083,107.907928
02/24/23,8.09,37.549999,140.850769,24.865953,107.917671
02/27/23,8.03,39.27,139.832474,24.628569,107.722794
02/28/23,7.84,39.75,140.514648,24.658241,107.099167
03/01/23,7.69,41.77,138.557129,25.053883,108.0541
03/02/23,7.97,40.889999,138.903168,25.914398,108.551056
03/03/23,8.33,41.75,139.071228,26.112219,109.924995
03/06/23,8.28,42.709999,139.051468,25.706688,110.899422
03/07/23,8.28,42.560001,137.667374,25.251701,108.755676
03/08/23,8.13,42.599998,136.530457,25.696796,107.167366
03/09/23,7.69,41.41,135.611023,26.151785,106.339096
03/10/23,7.35,39.25,135.413284,26.923279,105.023628
03/13/23,7.87,39.200001,135.808731,26.656223,103.815338
03/14/23,7.89,39.57,136.530457,27.704668,104.205109
03/15/23,7.9,38.110001,138.052933,28.100307,99.021172
03/16/23,7.98,36.720001,137.268707,29.851013,98.446251
03/17/23,7.88,35.029999,138.380524,29.485046,97.28669
03/20/23,8.08,35.860001,139.869553,28.842133,99.829933
03/21/23,8.45,41.25,139.393066,28.149763,104.302559
03/22/23,8.21,37.740002,138.499649,27.82336,101.915207
03/23/23,8.33,38.450001,139.621384,28.713551,100.765396
03/24/23,8.2,38.619999,140.762985,29.039953,100.882317
03/27/23,8.04,38.720001,143.115646,28.861916,103.094269
03/28/23,8,37.869999,142.559738,28.970718,104.380508
03/29/23,8.22,39.099998,143.175201,31.176407,106.173447
03/30/23,8.15,39.360001,144.60466,31.740194,106.689896
03/31/23,8.45,39.810001,146.371643,32.313866,106.855553
04/03/23,8.38,39.919998,147.602585,32.531471,113.160088
04/04/23,8.35,39.450001,146.153259,32.739182,112.078468
04/05/23,7.98,38.32,148.575424,32.47213,113.998093
04/06/23,8.09,37.900002,149.697144,32.452347,112.107712
04/10/23,8.39,38.77,149.409271,32.165508,111.610748
04/11/23,8.61,38.849998,148.972504,31.997356,112.400024
04/12/23,8.33,37.880001,148.247818,31.670958,112.283112
04/13/23,8.58,39.02,148.396744,31.779758,112.809296
04/14/23,8.81,38.389999,147.394119,31.542372,113.08213
04/17/23,8.8,40.75,148.426529,31.789648,111.766655
04/18/23,8.73,40.93,148.754105,31.483028,113.949379
04/19/23,8.49,39.880001,148.912933,30.81044,113.588829
04/20/23,8.15,40.299999,149.865906,30.523603,112.682617
04/21/23,8.18,39.830002,150.620346,29.969706,113.043159
04/24/23,8.1,40.02,151.642807,29.336683,115.177139
04/25/23,7.74,39.110001,150.461533,28.565184,113.540108
04/26/23,7.74,37.59,149.806351,28.73333,112.497482
04/27/23,7.82,37.639999,150.272919,29.534502,113.842194
04/28/23,7.75,37.419998,149.865906,30.72142,115.313568
05/01/23,7.78,36.93,150.481369,29.969706,111.737419
05/02/23,7.59,36.07,150.074356,29.445484,107.284302
05/03/23,7.56,36.169998,149.518463,30.315891,105.169792
05/04/23,7.38,35.860001,149.936981,31.025993,103.328133
05/05/23,7.41,37.220001,151.232376,30.777704,105.900612
05/08/23,7.74,37.07,152.179016,30.559214,106.319618
05/09/23,9.55,36.060001,152.43808,29.893803,106.348846
05/10/23,9.94,36.57,152.009613,29.764692,104.984657
05/11/23,9.88,36.799999,152.577591,28.662298,103.084518
05/12/23,9.5,36.009998,152.527771,28.751682,103.074783
05/15/23,9.52,35.360001,151.341995,29.595856,103.271355
05/16/23,9.47,36.130001,149.24942,29.019831,100.765007
05/17/23,10.25,38.720001,149.000305,28.672228,103.025635
05/18/23,11.74,40.18,150.933441,29.476679,103.959366
05/19/23,11.71,40.209999,149.378967,29.724968,104.440987
05/22/23,11.84,42.32,148.063629,30.072569,103.173065
05/23/23,12.64,43.290001,147.784622,29.307846,104.578583
05/24/23,12.23,43.259998,147.10704,28.801338,105.748207
05/25/23,12.84,42.799999,145.642258,27.212297,103.851257
05/26/23,13.65,43.560001,145.901321,28.801338,103.173065
05/30/23,14.71,43.400002,145.542603,29.784555,102.25898
05/31/23,14.71,41.799999,146.349731,31.224623,100.430824
06/01/23,14.54,40.48,146.887817,30.916746,101.590622
06/02/23,14.52,39.549999,148.292831,31.095514,103.949547
06/05/23,15.24,40.049999,149.269363,29.655447,103.487587
06/06/23,15.46,39.880001,149.24942,30.74791,104.332863
06/07/23,14.69,39.310001,149.468643,31.06572,106.672127
06/08/23,15.19,38.240002,151.630951,31.602018,106.337944
06/09/23,15.02,37.669998,152.547699,31.125307,105.551643
06/12/23,15.65,37.549999,153.554123,32.843456,104.598244
06/13/23,16,37.119999,154.749878,33.677704,104.617905
06/14/23,15.91,37.369999,156.314301,35.336262,103.359818
06/15/23,16.6,39.549999,157.171265,35.574619,104.077316
06/16/23,16.299999,41.32,154.97905,36.120846,103.330322
06/20/23,15.79,38.740002,153.613907,34.760239,100.961578
06/21/23,14.64,38.060001,153.912857,32.674625,102.091896
06/22/23,14.05,38.84,155.198273,32.485924,101.531654
06/23/23,14.03,36.939999,154.909317,32.773937,100.647057
06/26/23,13.94,36.310001,154.500763,33.111607,102.5047
06/27/23,14.61,36.369999,153.942749,33.866402,102.760262
06/28/23,15.28,37.34,154.77977,33.340031,103.595703
06/29/23,15.2,36.900002,153.73349,32.684551,104.873444
06/30/23,15.33,38.689999,156.623199,33.210922,105.414032
07/03/23,15.52,38.32,157.639587,33.389687,105.620438
07/05/23,15.7,37.580002,157.549911,32.287292,105.079857
07/06/23,15.13,37.169998,156.553467,31.750992,101.158157
07/07/23,15.34,36.84,152.946289,31.631815,101.394058
07/10/23,16.299999,38.419998,154.33136,32.515717,102.897858
07/11/23,16.49,37.349998,154.102173,33.07188,104.155945
07/12/23,16.59,38.470001,154.490784,33.747223,104.667038
07/13/23,16.74,38.240002,153.584015,33.637974,102.750427
07/14/23,16.4,36.939999,154.112137,32.922909,99.212051
07/17/23,17.4,38.080002,154.301468,34.134552,99.644516
07/18/23,18.08,37.419998,154.022461,34.26366,99.19239
07/19/23,18.049999,37.490002,154.072281,34.22393,99.880417
07/20/23,17.129999,37.610001,156.92215,33.141399,101.639778
07/21/23,16.43,37.580002,157.80899,33.786953,102.111557
07/24/23,16.32,37.709999,158.735703,33.399624,103.713646
07/25/23,16.549999,37.389999,158.606155,33.866402,103.870911
07/26/23,16.43,36.82,159.174149,34.124619,103.291
07/27/23,16.15,36.259998,158.596207,34.313316,103.615356
07/28/23,17.809999,36.599998,159.343552,36.577702,102.376938
07/31/23,19.84,36.16,159.293716,35.52496,105.404205
08/01/23,19.99,35.970001,158.546371,35.554752,104.794823
08/02/23,18.969999,35.09,158.655991,34.154415,103.487587
08/03/23,18.709999,34.549999,158.695831,34.631123,105.286263
08/04/23,18.200001,34.599998,157.779099,35.02483,105.581123
08/07/23,17.99,34.23,159.921494,35.114536,105.364883
08/08/23,17.040001,33.970001,160.080917,34.905224,105.885818
08/09/23,15.25,34.549999,160.339996,34.167648,107.684486
08/10/23,15.41,34.119999,160.259995,34.566338,108.234901
08/11/23,15.41,32.82,161.199997,34.77565,109.915634
08/14/23,15.72,33.16,160,35.563061,110.004089
08/15/23,15.37,32.110001,159.179993,34.656044,107.179916
08/16/23,15.45,31.719999,159.259995,33.420105,105.376404
08/17/23,14.15,31.1,155.690002,32.473225,107.41774
08/18/23,14.4,30.75,157.929993,32.642666,109.042877
08/21/23,14.5,30.76,157.509995,33.031387,107.72493
08/22/23,14.67,26.790001,157.009995,32.782204,107.120453
08/23/23,15.3,26.889999,158.100006,33.868633,106.17907
08/24/23,14.14,26.02,156.889999,32.483189,105.386314
08/25/23,14.53,26.1,157.820007,33.141026,107.269096
08/28/23,14.64,26.370001,158.720001,33.509811,108.170853
08/29/23,15.4,27.65,160.050003,34.197552,108.814957
08/30/23,16.33,28.290001,161.199997,34.416828,109.875259
08/31/23,14.98,28.01,162.610001,35.02483,110.182457
09/01/23,15.18,28.290001,161.570007,36.490013,112.491341
09/05/23,15.21,28.01,160.270004,36.589684,112.501251
09/06/23,15.3,27.209999,161.470001,36.858799,113.472374
09/07/23,15.21,25.92,163.470001,38.054867,112.917442
09/08/23,15.13,26.25,163.770004,37.885422,114.562408
09/11/23,15.79,26.35,164.339996,38.463524,113.125549
09/12/23,15.59,27.469999,164.520004,38.732639,116.425369
09/13/23,15.6,27.129999,164.559998,38.58313,115.384888
09/14/23,15.83,27.860001,165.25,38.543259,117.44603
09/15/23,15.33,27.34,164.639999,37.755852,115.642525
09/18/23,15.46,26.68,163.419998,37.865494,116.574013
09/19/23,15.15,26.84,163.380005,36.220898,116.266823
09/20/23,14.74,26.51,163.910004,34.576305,115.345245
09/21/23,14,26.17,161.919998,34.536438,113.720108
09/22/23,14.13,25.809999,162.350006,34.067978,113.898476
09/25/23,14.22,25.200001,163.070007,34.17762,115.176788
09/26/23,13.96,25.139999,162.5,33.719128,115.355156
09/27/23,14.85,24.950001,161.720001,34.496571,119.110809
09/28/23,15.77,24.790001,162.539993,35.064701,118.387428
09/29/23,16,24.610001,159.929993,35.433487,116.514557
10/02/23,15.88,23.25,160.100006,35.343781,114.582222
10/03/23,14.9,22.450001,159.089996,35.573029,114.780411
10/04/23,15.73,21.879999,161,35.812244,110.489647
10/05/23,15.81,21.540001,159.080002,35.772373,108.002388
10/06/23,16.610001,21.889999,156.410004,36.071388,106.198883
10/09/23,17.610001,22.209999,155.839996,35.941818,109.914902
10/10/23,17.799999,23.51,157.600006,36.310604,109.449158
10/11/23,17.92,23.559999,158.229996,36.759129,105.52504
10/12/23,17.940001,22.66,158.949997,36.719261,105.505226
10/13/23,17.360001,22.32,159.830002,35.852112,108.87442
10/16/23,17.360001,22.65,161.210007,36.440178,108.95369
10/17/23,17.84,22.83,161.419998,35.941818,110.380646
10/18/23,17.200001,22.190001,161.539993,35.523193,111.926506
10/19/23,17.059999,21.77,160.770004,35.553093,111.995872
10/20/23,16.110001,20.68,158.759995,34.80555,110.073456
10/23/23,16.200001,20.83,161.009995,33.739059,108.458221
10/24/23,16.639999,20.969999,163.25,34.476635,107.407829
10/25/23,15.59,20.41,162.759995,32.722404,107.60601
10/26/23,15.29,20.209999,161.770004,32.413418,106.624985
10/27/23,15.07,19.209999,161.169998,35.423523,104.593567
10/30/23,14.69,19.450001,163.020004,35.573029,104.92057
10/31/23,14.8,19.98,163.410004,36.380375,104.890846
11/01/23,14.92,19.440001,164.869995,37.167786,104.682747
11/02/23,17.969999,21.07,165.520004,37.576443,108.121307
11/03/23,18.889999,21.639999,164.660004,38.014999,106.803352
11/06/23,18.540001,21.559999,164.880005,37.950001,104.910667
11/07/23,18.799999,21.700001,165.649994,38.77,103.265701
11/08/23,18.49,20.809999,164.300003,37.919998,101.997307
11/09/23,18.27,21.059999,163.919998,37.799999,102.027031
11/10/23,19.67,21.07,166.190002,38.860001,102.809875
11/13/23,19.709999,20.969999,167.679993,38.23,103.889992
11/14/23,19.940001,21.58,167.649994,39.41,104.290001
11/15/23,19.950001,20.549999,169.779999,40.610001,103.660004
11/16/23,19.77,20.51,156.039993,43.349998,102.459999
11/17/23,20.49,20.450001,155.350006,43.810001,104.959999
11/20/23,21.34,20.809999,155.300003,44.740002,104.5
11/21/23,19.799999,20.620001,155.860001,43.639999,104.459999
11/22/23,19.690001,20.98,154.669998,43.669998,104.010002
11/24/23,19.200001,20.879999,156.059998,43.959999,104.57
